source,target,weight,direction,sourceAltId,targetAltId,id
KIF11,ASF1B,0.1676,undirected,NA,NA,KIF11-ASF1B
KIF11,PRR11,0.1397,undirected,NA,NA,KIF11-PRR11
KIF11,DEPDC1B,0.1142,undirected,NA,NA,KIF11-DEPDC1B
KIF11,PBK,0.1173,undirected,NA,NA,KIF11-PBK
KIF11,KIF15,0.1389,undirected,NA,NA,KIF11-KIF15
KIF11,SPC25,0.1278,undirected,NA,NA,KIF11-SPC25
KIF11,KIAA1524,0.1056,undirected,NA,NA,KIF11-KIAA1524
KIF11,NCAPG,0.2552,undirected,NA,NA,KIF11-NCAPG
KIF11,C17orf53,0.119,undirected,NA,NA,KIF11-C17orf53
KIF11,CENPM,0.1152,undirected,NA,NA,KIF11-CENPM
KIF11,CENPO,0.1298,undirected,NA,NA,KIF11-CENPO
KIF11,E2F8,0.1082,undirected,NA,NA,KIF11-E2F8
KIF11,WDR76,0.1045,undirected,NA,NA,KIF11-WDR76
KIF11,C16orf59,0.1075,undirected,NA,NA,KIF11-C16orf59
KIF11,FAM83D,0.153,undirected,NA,NA,KIF11-FAM83D
KIF11,KIF18A,0.1236,undirected,NA,NA,KIF11-KIF18A
KIF11,CDCA3,0.151,undirected,NA,NA,KIF11-CDCA3
KIF11,MXD3,0.1271,undirected,NA,NA,KIF11-MXD3
KIF11,GSG2,0.1066,undirected,NA,NA,KIF11-GSG2
KIF11,GINS4,0.1351,undirected,NA,NA,KIF11-GINS4
KIF11,MCM8,0.1026,undirected,NA,NA,KIF11-MCM8
KIF11,MASTL,0.1053,undirected,NA,NA,KIF11-MASTL
KIF11,TICRR,0.1313,undirected,NA,NA,KIF11-TICRR
KIF11,HAUS8,0.115,undirected,NA,NA,KIF11-HAUS8
KIF11,CDCA5,0.263,undirected,NA,NA,KIF11-CDCA5
KIF11,RMI2,0.108,undirected,NA,NA,KIF11-RMI2
KIF11,E2F7,0.1352,undirected,NA,NA,KIF11-E2F7
KIF11,EME1,0.105,undirected,NA,NA,KIF11-EME1
KIF11,CKAP2L,0.2502,undirected,NA,NA,KIF11-CKAP2L
KIF11,SGOL1,0.1724,undirected,NA,NA,KIF11-SGOL1
KIF11,CDCA2,0.1107,undirected,NA,NA,KIF11-CDCA2
KIF11,CNIH2,0.1291,undirected,NA,NA,KIF11-CNIH2
KIF11,ASPM,0.2036,undirected,NA,NA,KIF11-ASPM
KIF11,WDR62,0.1238,undirected,NA,NA,KIF11-WDR62
KIFC1,STMN1,0.225,undirected,NA,NA,KIFC1-STMN1
KIFC1,LIG1,0.1907,undirected,NA,NA,KIFC1-LIG1
KIFC1,LMNB1,0.2379,undirected,NA,NA,KIFC1-LMNB1
KIFC1,MAD2L1,0.1253,undirected,NA,NA,KIFC1-MAD2L1
KIFC1,MCM2,0.2101,undirected,NA,NA,KIFC1-MCM2
KIFC1,MCM3,0.1885,undirected,NA,NA,KIFC1-MCM3
KIFC1,MCM4,0.1768,undirected,NA,NA,KIFC1-MCM4
KIFC1,MCM6,0.1938,undirected,NA,NA,KIFC1-MCM6
KIFC1,MCM7,0.2087,undirected,NA,NA,KIFC1-MCM7
KIFC1,MKI67,0.2253,undirected,NA,NA,KIFC1-MKI67
KIFC1,NEK2,0.144,undirected,NA,NA,KIFC1-NEK2
KIFC1,ORC1,0.1888,undirected,NA,NA,KIFC1-ORC1
KIFC1,PLK1,0.2064,undirected,NA,NA,KIFC1-PLK1
KIFC1,UBL3,0.1078,undirected,NA,NA,KIFC1-UBL3
KIFC1,POLD1,0.1282,undirected,NA,NA,KIFC1-POLD1
KIFC1,PRKDC,0.1037,undirected,NA,NA,KIFC1-PRKDC
KIFC1,RAD51,0.146,undirected,NA,NA,KIFC1-RAD51
KIFC1,RBL1,0.1574,undirected,NA,NA,KIFC1-RBL1
KIFC1,RRM2,0.1896,undirected,NA,NA,KIFC1-RRM2
KIFC1,SHMT2,0.1303,undirected,NA,NA,KIFC1-SHMT2
KIFC1,STIL,0.1462,undirected,NA,NA,KIFC1-STIL
KIFC1,AURKA,0.2198,undirected,NA,NA,KIFC1-AURKA
KIFC1,TCF19,0.1867,undirected,NA,NA,KIFC1-TCF19
KIFC1,TK1,0.2232,undirected,NA,NA,KIFC1-TK1
KIFC1,TOP2A,0.2172,undirected,NA,NA,KIFC1-TOP2A
KIFC1,TTK,0.1953,undirected,NA,NA,KIFC1-TTK
KIFC1,TYMS,0.2117,undirected,NA,NA,KIFC1-TYMS
KIFC1,LRP8,0.1119,undirected,NA,NA,KIFC1-LRP8
KIFC1,SLC7A5,0.1021,undirected,NA,NA,KIFC1-SLC7A5
KIFC1,CHAF1B,0.1668,undirected,NA,NA,KIFC1-CHAF1B
KIFC1,CDC7,0.1281,undirected,NA,NA,KIFC1-CDC7
KIFC1,CDC45,0.2254,undirected,NA,NA,KIFC1-CDC45
KIFC1,HIST1H4C,0.1199,undirected,NA,NA,KIFC1-HIST1H4C
KIFC1,RAD54L,0.2202,undirected,NA,NA,KIFC1-RAD54L
KIFC1,TTF2,0.1149,undirected,NA,NA,KIFC1-TTF2
KIFC1,GMPS,0.118,undirected,NA,NA,KIFC1-GMPS
KIFC1,TIMELESS,0.1843,undirected,NA,NA,KIFC1-TIMELESS
KIFC1,PRC1,0.2585,undirected,NA,NA,KIFC1-PRC1
KIFC1,PKMYT1,0.2109,undirected,NA,NA,KIFC1-PKMYT1
KIFC1,CCNB2,0.2732,undirected,NA,NA,KIFC1-CCNB2
KIFC1,CCNE2,0.1591,undirected,NA,NA,KIFC1-CCNE2
KIFC1,EXO1,0.2262,undirected,NA,NA,KIFC1-EXO1
KIFC1,AURKB,0.2357,undirected,NA,NA,KIFC1-AURKB
KIFC1,PTTG1,0.2156,undirected,NA,NA,KIFC1-PTTG1
KIFC1,TRIP13,0.2332,undirected,NA,NA,KIFC1-TRIP13
KIFC1,RECQL4,0.1698,undirected,NA,NA,KIFC1-RECQL4
KIFC1,KIF23,0.2312,undirected,NA,NA,KIFC1-KIF23
KIFC1,APOBEC3B,0.1985,undirected,NA,NA,KIFC1-APOBEC3B
KIFC1,NUP155,0.1121,undirected,NA,NA,KIFC1-NUP155
KIFC1,ESPL1,0.2039,undirected,NA,NA,KIFC1-ESPL1
KIFC1,KNTC1,0.201,undirected,NA,NA,KIFC1-KNTC1
KIFC1,KIAA0101,0.1528,undirected,NA,NA,KIFC1-KIAA0101
KIFC1,DLGAP5,0.2521,undirected,NA,NA,KIFC1-DLGAP5
KIFC1,MELK,0.2281,undirected,NA,NA,KIFC1-MELK
KIFC1,NCAPD2,0.1725,undirected,NA,NA,KIFC1-NCAPD2
KIFC1,KIF14,0.2244,undirected,NA,NA,KIFC1-KIF14
KIFC1,TROAP,0.2396,undirected,NA,NA,KIFC1-TROAP
KIFC1,CHAF1A,0.1824,undirected,NA,NA,KIFC1-CHAF1A
KIFC1,KIF20A,0.2575,undirected,NA,NA,KIFC1-KIF20A
KIFC1,DDX39A,0.1693,undirected,NA,NA,KIFC1-DDX39A
KIFC1,TRAIP,0.1083,undirected,NA,NA,KIFC1-TRAIP
KIFC1,NDC80,0.1562,undirected,NA,NA,KIFC1-NDC80
KIFC1,TACC3,0.2253,undirected,NA,NA,KIFC1-TACC3
KIFC1,RNASEH2A,0.1627,undirected,NA,NA,KIFC1-RNASEH2A
KIFC1,SMC2,0.1572,undirected,NA,NA,KIFC1-SMC2
KIFC1,SPAG5,0.1873,undirected,NA,NA,KIFC1-SPAG5
KIFC1,RAD51AP1,0.1631,undirected,NA,NA,KIFC1-RAD51AP1
KIFC1,EBP,0.1104,undirected,NA,NA,KIFC1-EBP
KIFC1,POLQ,0.188,undirected,NA,NA,KIFC1-POLQ
KIFC1,PLK4,0.2013,undirected,NA,NA,KIFC1-PLK4
KIFC1,RAI2,0.12,undirected,NA,NA,KIFC1-RAI2
KIFC1,KIF2C,0.2262,undirected,NA,NA,KIFC1-KIF2C
KIFC1,UBE2C,0.2527,undirected,NA,NA,KIFC1-UBE2C
KIFC1,ZWINT,0.2141,undirected,NA,NA,KIFC1-ZWINT
KIFC1,CHEK2,0.1028,undirected,NA,NA,KIFC1-CHEK2
KIFC1,ACOT7,0.1426,undirected,NA,NA,KIFC1-ACOT7
KIFC1,OIP5,0.1563,undirected,NA,NA,KIFC1-OIP5
KIFC1,TPX2,0.25,undirected,NA,NA,KIFC1-TPX2
KIFC1,CEP152,0.1464,undirected,NA,NA,KIFC1-CEP152
KIFC1,NUP205,0.1257,undirected,NA,NA,KIFC1-NUP205
KIFC1,DNAJC9,0.1531,undirected,NA,NA,KIFC1-DNAJC9
KIFC1,TMEM194A,0.1437,undirected,NA,NA,KIFC1-TMEM194A
KIFC1,ORC6,0.139,undirected,NA,NA,KIFC1-ORC6
KIFC1,POLA2,0.1612,undirected,NA,NA,KIFC1-POLA2
KIFC1,KIF4A,0.2431,undirected,NA,NA,KIFC1-KIF4A
KIFC1,RAD54B,0.113,undirected,NA,NA,KIFC1-RAD54B
KIFC1,POC1A,0.1711,undirected,NA,NA,KIFC1-POC1A
KIFC1,PTTG3P,0.1787,undirected,NA,NA,KIFC1-PTTG3P
KIFC1,FBXO5,0.2007,undirected,NA,NA,KIFC1-FBXO5
KIFC1,CKAP2,0.1284,undirected,NA,NA,KIFC1-CKAP2
KIFC1,MTBP,0.1088,undirected,NA,NA,KIFC1-MTBP
KIFC1,UBE2S,0.1959,undirected,NA,NA,KIFC1-UBE2S
KIFC1,ATAD2,0.1336,undirected,NA,NA,KIFC1-ATAD2
KIFC1,UBE2T,0.1712,undirected,NA,NA,KIFC1-UBE2T
KIFC1,RACGAP1,0.212,undirected,NA,NA,KIFC1-RACGAP1
KIFC1,UHRF1,0.2464,undirected,NA,NA,KIFC1-UHRF1
KIFC1,GPSM2,0.198,undirected,NA,NA,KIFC1-GPSM2
KIFC1,DONSON,0.1702,undirected,NA,NA,KIFC1-DONSON
KIFC1,NUSAP1,0.2475,undirected,NA,NA,KIFC1-NUSAP1
KIFC1,DTL,0.185,undirected,NA,NA,KIFC1-DTL
KIFC1,ANLN,0.219,undirected,NA,NA,KIFC1-ANLN
KIFC1,FAM64A,0.2257,undirected,NA,NA,KIFC1-FAM64A
KIFC1,ERCC6L,0.2004,undirected,NA,NA,KIFC1-ERCC6L
KIFC1,NCAPG2,0.1407,undirected,NA,NA,KIFC1-NCAPG2
KIFC1,SPDL1,0.1479,undirected,NA,NA,KIFC1-SPDL1
KIFC1,PARPBP,0.113,undirected,NA,NA,KIFC1-PARPBP
KIFC1,CDCA4,0.144,undirected,NA,NA,KIFC1-CDCA4
KIFC1,CDCA8,0.2177,undirected,NA,NA,KIFC1-CDCA8
KIFC1,RFWD3,0.1168,undirected,NA,NA,KIFC1-RFWD3
KIFC1,CEP55,0.2681,undirected,NA,NA,KIFC1-CEP55
KIFC1,FANCI,0.1863,undirected,NA,NA,KIFC1-FANCI
KIFC1,NEIL3,0.1969,undirected,NA,NA,KIFC1-NEIL3
KIFC1,HJURP,0.2409,undirected,NA,NA,KIFC1-HJURP
KIFC1,MCM10,0.1992,undirected,NA,NA,KIFC1-MCM10
KIFC1,ASF1B,0.2296,undirected,NA,NA,KIFC1-ASF1B
KIFC1,PRR11,0.2188,undirected,NA,NA,KIFC1-PRR11
KIFC1,DEPDC1B,0.1697,undirected,NA,NA,KIFC1-DEPDC1B
KIFC1,CENPN,0.1069,undirected,NA,NA,KIFC1-CENPN
KIFC1,PBK,0.181,undirected,NA,NA,KIFC1-PBK
KIFC1,SEPT3,0.1326,undirected,NA,NA,KIFC1-SEPT3
KIFC1,KIF15,0.2139,undirected,NA,NA,KIFC1-KIF15
KIFC1,CASC5,0.1197,undirected,NA,NA,KIFC1-CASC5
KIFC1,SPC25,0.1803,undirected,NA,NA,KIFC1-SPC25
KIFC1,XPO5,0.1309,undirected,NA,NA,KIFC1-XPO5
KIFC1,KIAA1524,0.1793,undirected,NA,NA,KIFC1-KIAA1524
KIFC1,BEND3,0.1013,undirected,NA,NA,KIFC1-BEND3
KIFC1,NTN4,0.1049,undirected,NA,NA,KIFC1-NTN4
KIFC1,TGIF2,0.1079,undirected,NA,NA,KIFC1-TGIF2
KIFC1,CENPK,0.1251,undirected,NA,NA,KIFC1-CENPK
KIFC1,NCAPG,0.2572,undirected,NA,NA,KIFC1-NCAPG
KIFC1,GINS3,0.1587,undirected,NA,NA,KIFC1-GINS3
KIFC1,C17orf53,0.1876,undirected,NA,NA,KIFC1-C17orf53
KIFC1,AUNIP,0.1569,undirected,NA,NA,KIFC1-AUNIP
KIFC1,CENPM,0.1834,undirected,NA,NA,KIFC1-CENPM
KIFC1,DSCC1,0.1436,undirected,NA,NA,KIFC1-DSCC1
KIFC1,CENPO,0.2062,undirected,NA,NA,KIFC1-CENPO
KIFC1,E2F8,0.1583,undirected,NA,NA,KIFC1-E2F8
KIFC1,CYBRD1,0.1472,undirected,NA,NA,KIFC1-CYBRD1
KIFC1,NUP85,0.1095,undirected,NA,NA,KIFC1-NUP85
KIFC1,ATAD5,0.1594,undirected,NA,NA,KIFC1-ATAD5
KIFC1,WDR76,0.1338,undirected,NA,NA,KIFC1-WDR76
KIFC1,PIF1,0.1366,undirected,NA,NA,KIFC1-PIF1
KIFC1,C16orf59,0.1649,undirected,NA,NA,KIFC1-C16orf59
KIFC1,REEP4,0.1238,undirected,NA,NA,KIFC1-REEP4
KIFC1,FAM83D,0.2154,undirected,NA,NA,KIFC1-FAM83D
KIFC1,DIAPH3,0.1587,undirected,NA,NA,KIFC1-DIAPH3
KIFC1,KIF18A,0.1863,undirected,NA,NA,KIFC1-KIF18A
KIFC1,CDCA3,0.2017,undirected,NA,NA,KIFC1-CDCA3
KIFC1,MXD3,0.2072,undirected,NA,NA,KIFC1-MXD3
KIFC1,CDCA7,0.131,undirected,NA,NA,KIFC1-CDCA7
KIFC1,GSG2,0.1617,undirected,NA,NA,KIFC1-GSG2
KIFC1,MND1,0.1477,undirected,NA,NA,KIFC1-MND1
KIFC1,GINS4,0.1914,undirected,NA,NA,KIFC1-GINS4
KIFC1,MCM8,0.1685,undirected,NA,NA,KIFC1-MCM8
KIFC1,PSRC1,0.1163,undirected,NA,NA,KIFC1-PSRC1
KIFC1,LMNB2,0.134,undirected,NA,NA,KIFC1-LMNB2
KIFC1,ARHGEF39,0.1354,undirected,NA,NA,KIFC1-ARHGEF39
KIFC1,MASTL,0.1744,undirected,NA,NA,KIFC1-MASTL
KIFC1,DIXDC1,0.1162,undirected,NA,NA,KIFC1-DIXDC1
KIFC1,ARHGAP11B,0.1111,undirected,NA,NA,KIFC1-ARHGAP11B
KIFC1,TICRR,0.2046,undirected,NA,NA,KIFC1-TICRR
KIFC1,KNSTRN,0.1385,undirected,NA,NA,KIFC1-KNSTRN
KIFC1,HAUS8,0.181,undirected,NA,NA,KIFC1-HAUS8
KIFC1,TBC1D31,0.1477,undirected,NA,NA,KIFC1-TBC1D31
KIFC1,CDCA5,0.2655,undirected,NA,NA,KIFC1-CDCA5
KIFC1,RMI2,0.163,undirected,NA,NA,KIFC1-RMI2
KIFC1,E2F7,0.204,undirected,NA,NA,KIFC1-E2F7
KIFC1,EME1,0.1606,undirected,NA,NA,KIFC1-EME1
KIFC1,CKAP2L,0.2675,undirected,NA,NA,KIFC1-CKAP2L
KIFC1,SGOL2,0.1671,undirected,NA,NA,KIFC1-SGOL2
KIFC1,SGOL1,0.2107,undirected,NA,NA,KIFC1-SGOL1
KIFC1,CDCA2,0.1861,undirected,NA,NA,KIFC1-CDCA2
KIFC1,RILPL2,0.1146,undirected,NA,NA,KIFC1-RILPL2
KIFC1,DDIAS,0.1565,undirected,NA,NA,KIFC1-DDIAS
KIFC1,CNIH2,0.1857,undirected,NA,NA,KIFC1-CNIH2
KIFC1,ASPM,0.2232,undirected,NA,NA,KIFC1-ASPM
KIFC1,GAS2L3,0.1646,undirected,NA,NA,KIFC1-GAS2L3
KIFC1,WDR62,0.1933,undirected,NA,NA,KIFC1-WDR62
KIFC1,SKA2,0.1172,undirected,NA,NA,KIFC1-SKA2
KIFC1,C5orf34,0.1642,undirected,NA,NA,KIFC1-C5orf34
KIFC1,TYMSOS,0.1023,undirected,NA,NA,KIFC1-TYMSOS
KIFC1,TMEM91,0.1021,undirected,NA,NA,KIFC1-TMEM91
KIFC1,FAM72D,0.1187,undirected,NA,NA,KIFC1-FAM72D
KRT5,KRT6B,0.1699,undirected,NA,NA,KRT5-KRT6B
KRT5,KRT14,0.1226,undirected,NA,NA,KRT5-KRT14
KRT5,KRT16,0.1612,undirected,NA,NA,KRT5-KRT16
KRT5,KRT17,0.18,undirected,NA,NA,KRT5-KRT17
KRT5,SERPINB5,0.1073,undirected,NA,NA,KRT5-SERPINB5
KRT5,KLK7,0.1094,undirected,NA,NA,KRT5-KLK7
KRT5,SOSTDC1,0.1106,undirected,NA,NA,KRT5-SOSTDC1
KRT5,ANXA8L1,0.1471,undirected,NA,NA,KRT5-ANXA8L1
KRT6B,KRT16,0.1576,undirected,NA,NA,KRT6B-KRT16
KRT6B,KRT17,0.1511,undirected,NA,NA,KRT6B-KRT17
KRT6B,KLK7,0.104,undirected,NA,NA,KRT6B-KLK7
KRT6B,ANXA8L1,0.1105,undirected,NA,NA,KRT6B-ANXA8L1
KRT14,KRT16,0.1018,undirected,NA,NA,KRT14-KRT16
KRT14,KRT17,0.1495,undirected,NA,NA,KRT14-KRT17
KRT14,TP63,0.1141,undirected,NA,NA,KRT14-TP63
KRT16,KRT17,0.1576,undirected,NA,NA,KRT16-KRT17
KRT16,KLK7,0.1159,undirected,NA,NA,KRT16-KLK7
KRT16,SOSTDC1,0.1021,undirected,NA,NA,KRT16-SOSTDC1
KRT16,ANXA8L1,0.1264,undirected,NA,NA,KRT16-ANXA8L1
KRT17,ANXA8L1,0.1276,undirected,NA,NA,KRT17-ANXA8L1
LAG3,LTA,0.1304,undirected,NA,NA,LAG3-LTA
LAG3,SH2D1A,0.1564,undirected,NA,NA,LAG3-SH2D1A
LAG3,CXCL9,0.1197,undirected,NA,NA,LAG3-CXCL9
LAG3,NKG7,0.1358,undirected,NA,NA,LAG3-NKG7
LAG3,PLEK,0.1028,undirected,NA,NA,LAG3-PLEK
LAG3,PRKCB,0.1036,undirected,NA,NA,LAG3-PRKCB
LAG3,PRKCQ,0.1284,undirected,NA,NA,LAG3-PRKCQ
LAG3,PSMB9,0.105,undirected,NA,NA,LAG3-PSMB9
LAG3,PTPN7,0.1154,undirected,NA,NA,LAG3-PTPN7
LAG3,PTPRCAP,0.1571,undirected,NA,NA,LAG3-PTPRCAP
LAG3,CCL5,0.126,undirected,NA,NA,LAG3-CCL5
LAG3,SLAMF1,0.1052,undirected,NA,NA,LAG3-SLAMF1
LAG3,STAT1,0.1205,undirected,NA,NA,LAG3-STAT1
LAG3,STAT4,0.1093,undirected,NA,NA,LAG3-STAT4
LAG3,TAP1,0.105,undirected,NA,NA,LAG3-TAP1
LAG3,EOMES,0.106,undirected,NA,NA,LAG3-EOMES
LAG3,CST7,0.118,undirected,NA,NA,LAG3-CST7
LAG3,OASL,0.1054,undirected,NA,NA,LAG3-OASL
LAG3,AIM2,0.1421,undirected,NA,NA,LAG3-AIM2
LAG3,ACAP1,0.1039,undirected,NA,NA,LAG3-ACAP1
LAG3,SPOCK2,0.1114,undirected,NA,NA,LAG3-SPOCK2
LAG3,ARHGAP25,0.1148,undirected,NA,NA,LAG3-ARHGAP25
LAG3,IFI44,0.1002,undirected,NA,NA,LAG3-IFI44
LAG3,CXCL13,0.1069,undirected,NA,NA,LAG3-CXCL13
LAG3,GNLY,0.1013,undirected,NA,NA,LAG3-GNLY
LAG3,CXCR6,0.1401,undirected,NA,NA,LAG3-CXCR6
LAG3,HCST,0.104,undirected,NA,NA,LAG3-HCST
LAG3,IFI44L,0.1027,undirected,NA,NA,LAG3-IFI44L
LAG3,PIM2,0.1031,undirected,NA,NA,LAG3-PIM2
LAG3,CORO1A,0.1156,undirected,NA,NA,LAG3-CORO1A
LAG3,MAP4K1,0.1237,undirected,NA,NA,LAG3-MAP4K1
LAG3,SP140,0.1171,undirected,NA,NA,LAG3-SP140
LAG3,LAMP3,0.1089,undirected,NA,NA,LAG3-LAMP3
LAG3,ADAMDEC1,0.1045,undirected,NA,NA,LAG3-ADAMDEC1
LAG3,ICOS,0.1497,undirected,NA,NA,LAG3-ICOS
LAG3,TRAT1,0.1069,undirected,NA,NA,LAG3-TRAT1
LAG3,ETV7,0.1045,undirected,NA,NA,LAG3-ETV7
LAG3,UBASH3A,0.1042,undirected,NA,NA,LAG3-UBASH3A
LAG3,SASH3,0.1184,undirected,NA,NA,LAG3-SASH3
LAG3,PARP14,0.1026,undirected,NA,NA,LAG3-PARP14
LAG3,LIME1,0.1027,undirected,NA,NA,LAG3-LIME1
LAG3,SIRPG,0.1142,undirected,NA,NA,LAG3-SIRPG
LAG3,SLAMF7,0.1168,undirected,NA,NA,LAG3-SLAMF7
LAG3,APOBEC3G,0.1083,undirected,NA,NA,LAG3-APOBEC3G
LAG3,RTP4,0.1028,undirected,NA,NA,LAG3-RTP4
LAG3,IFIH1,0.112,undirected,NA,NA,LAG3-IFIH1
LAG3,ARHGAP9,0.103,undirected,NA,NA,LAG3-ARHGAP9
LAG3,PVRIG,0.1452,undirected,NA,NA,LAG3-PVRIG
LAG3,TRAF3IP3,0.1382,undirected,NA,NA,LAG3-TRAF3IP3
LAG3,NLRC5,0.1129,undirected,NA,NA,LAG3-NLRC5
LAG3,SLA2,0.1046,undirected,NA,NA,LAG3-SLA2
LAG3,GBP4,0.1127,undirected,NA,NA,LAG3-GBP4
LAG3,GBP5,0.1408,undirected,NA,NA,LAG3-GBP5
LAG3,BATF2,0.1201,undirected,NA,NA,LAG3-BATF2
LAG3,PYHIN1,0.1601,undirected,NA,NA,LAG3-PYHIN1
LAG3,BTLA,0.1036,undirected,NA,NA,LAG3-BTLA
LAG3,SAMD3,0.114,undirected,NA,NA,LAG3-SAMD3
LAG3,APOBEC3H,0.1223,undirected,NA,NA,LAG3-APOBEC3H
LAG3,TIGIT,0.1056,undirected,NA,NA,LAG3-TIGIT
LAG3,MCOLN2,0.1081,undirected,NA,NA,LAG3-MCOLN2
LAG3,ZNF683,0.1263,undirected,NA,NA,LAG3-ZNF683
LAG3,ARHGAP30,0.1106,undirected,NA,NA,LAG3-ARHGAP30
LAG3,P2RY8,0.1025,undirected,NA,NA,LAG3-P2RY8
LAG3,TBC1D10C,0.14,undirected,NA,NA,LAG3-TBC1D10C
LAIR1,NCF4,0.1138,undirected,NA,NA,LAIR1-NCF4
LAIR1,PLEK,0.1279,undirected,NA,NA,LAIR1-PLEK
LAIR1,TYROBP,0.1141,undirected,NA,NA,LAIR1-TYROBP
LAIR1,LAPTM5,0.1271,undirected,NA,NA,LAIR1-LAPTM5
LAIR1,CD84,0.1036,undirected,NA,NA,LAIR1-CD84
LAIR1,CD163,0.1077,undirected,NA,NA,LAIR1-CD163
LAIR1,HCST,0.1044,undirected,NA,NA,LAIR1-HCST
LAIR1,SLCO2B1,0.1155,undirected,NA,NA,LAIR1-SLCO2B1
LAIR1,PARVG,0.1121,undirected,NA,NA,LAIR1-PARVG
LAIR1,FERMT3,0.1207,undirected,NA,NA,LAIR1-FERMT3
LAIR1,C1orf162,0.1119,undirected,NA,NA,LAIR1-C1orf162
LAIR1,ARHGAP30,0.1196,undirected,NA,NA,LAIR1-ARHGAP30
LAIR2,SH2D1A,0.1058,undirected,NA,NA,LAIR2-SH2D1A
LAIR2,NKG7,0.1084,undirected,NA,NA,LAIR2-NKG7
LAIR2,PLEK,0.104,undirected,NA,NA,LAIR2-PLEK
LAIR2,PTPRCAP,0.1066,undirected,NA,NA,LAIR2-PTPRCAP
LAIR2,ARHGAP25,0.1076,undirected,NA,NA,LAIR2-ARHGAP25
LAIR2,HCST,0.1089,undirected,NA,NA,LAIR2-HCST
LAIR2,CORO1A,0.1031,undirected,NA,NA,LAIR2-CORO1A
LAIR2,SASH3,0.1154,undirected,NA,NA,LAIR2-SASH3
LAIR2,PYHIN1,0.115,undirected,NA,NA,LAIR2-PYHIN1
LAIR2,ARHGAP30,0.1151,undirected,NA,NA,LAIR2-ARHGAP30
LAIR2,TBC1D10C,0.1107,undirected,NA,NA,LAIR2-TBC1D10C
LAMA2,NDN,0.1151,undirected,NA,NA,LAMA2-NDN
LAMA2,CNRIP1,0.1063,undirected,NA,NA,LAMA2-CNRIP1
LAMA2,ADGRA2,0.1142,undirected,NA,NA,LAMA2-ADGRA2
LAMA2,JAM2,0.1005,undirected,NA,NA,LAMA2-JAM2
LAMA2,PTRF,0.1155,undirected,NA,NA,LAMA2-PTRF
LAMA4,LAMB1,0.105,undirected,NA,NA,LAMA4-LAMB1
LAMA4,LRP1,0.1046,undirected,NA,NA,LAMA4-LRP1
LAMA4,NDN,0.1128,undirected,NA,NA,LAMA4-NDN
LAMA4,NPR2,0.1036,undirected,NA,NA,LAMA4-NPR2
LAMA4,DDR2,0.1015,undirected,NA,NA,LAMA4-DDR2
LAMA4,PDGFRB,0.1069,undirected,NA,NA,LAMA4-PDGFRB
LAMA4,PRKD1,0.1031,undirected,NA,NA,LAMA4-PRKD1
LAMA4,PTH1R,0.1002,undirected,NA,NA,LAMA4-PTH1R
LAMA4,RARRES2,0.1076,undirected,NA,NA,LAMA4-RARRES2
LAMA4,SLIT3,0.1011,undirected,NA,NA,LAMA4-SLIT3
LAMA4,TBX15,0.1035,undirected,NA,NA,LAMA4-TBX15
LAMA4,CYTH3,0.1001,undirected,NA,NA,LAMA4-CYTH3
LAMA4,ADAMTS2,0.1069,undirected,NA,NA,LAMA4-ADAMTS2
LAMA4,FEZ1,0.1001,undirected,NA,NA,LAMA4-FEZ1
LAMA4,RUSC2,0.1002,undirected,NA,NA,LAMA4-RUSC2
LAMA4,NUAK1,0.1018,undirected,NA,NA,LAMA4-NUAK1
LAMA4,MYL9,0.1118,undirected,NA,NA,LAMA4-MYL9
LAMA4,FERMT2,0.1163,undirected,NA,NA,LAMA4-FERMT2
LAMA4,FSTL1,0.1097,undirected,NA,NA,LAMA4-FSTL1
LAMA4,FILIP1L,0.1014,undirected,NA,NA,LAMA4-FILIP1L
LAMA4,PHLDB1,0.1035,undirected,NA,NA,LAMA4-PHLDB1
LAMA4,ANGPTL2,0.112,undirected,NA,NA,LAMA4-ANGPTL2
LAMA4,CNRIP1,0.1023,undirected,NA,NA,LAMA4-CNRIP1
LAMA4,ADGRA2,0.1182,undirected,NA,NA,LAMA4-ADGRA2
LAMA4,COL5A3,0.104,undirected,NA,NA,LAMA4-COL5A3
LAMA4,PCDH18,0.1009,undirected,NA,NA,LAMA4-PCDH18
LAMA4,CD248,0.1066,undirected,NA,NA,LAMA4-CD248
LAMA4,CLMP,0.1054,undirected,NA,NA,LAMA4-CLMP
LAMA4,SYDE1,0.1118,undirected,NA,NA,LAMA4-SYDE1
LAMA4,NEXN,0.1023,undirected,NA,NA,LAMA4-NEXN
LAMA4,VSTM4,0.1083,undirected,NA,NA,LAMA4-VSTM4
LAMA4,OLFML1,0.1025,undirected,NA,NA,LAMA4-OLFML1
LAMA4,PTRF,0.1352,undirected,NA,NA,LAMA4-PTRF
LAMA4,MXRA7,0.114,undirected,NA,NA,LAMA4-MXRA7
LAMB1,NDN,0.1103,undirected,NA,NA,LAMB1-NDN
LAMB1,PCOLCE,0.1307,undirected,NA,NA,LAMB1-PCOLCE
LAMB1,PDGFRL,0.1001,undirected,NA,NA,LAMB1-PDGFRL
LAMB1,PDGFRB,0.1274,undirected,NA,NA,LAMB1-PDGFRB
LAMB1,PRRX1,0.1072,undirected,NA,NA,LAMB1-PRRX1
LAMB1,HTRA1,0.1106,undirected,NA,NA,LAMB1-HTRA1
