source,target,weight,direction,sourceAltId,targetAltId,id
SEPT7,CEP57,0.166,undirected,NA,NA,SEPT7-CEP57
SEPT7,LAPTM4A,0.1436,undirected,NA,NA,SEPT7-LAPTM4A
SEPT7,HDAC4,0.1449,undirected,NA,NA,SEPT7-HDAC4
SEPT7,TSC22D2,0.1674,undirected,NA,NA,SEPT7-TSC22D2
SEPT7,SEC24D,0.1612,undirected,NA,NA,SEPT7-SEC24D
SEPT7,ZC3H11A,0.1563,undirected,NA,NA,SEPT7-ZC3H11A
SEPT7,RHOBTB1,0.1121,undirected,NA,NA,SEPT7-RHOBTB1
SEPT7,RANBP9,0.1144,undirected,NA,NA,SEPT7-RANBP9
SEPT7,ACTR3,0.1668,undirected,NA,NA,SEPT7-ACTR3
SEPT7,TSPAN2,0.1155,undirected,NA,NA,SEPT7-TSPAN2
SEPT7,G3BP1,0.1812,undirected,NA,NA,SEPT7-G3BP1
SEPT7,RBM7,0.1112,undirected,NA,NA,SEPT7-RBM7
SEPT7,TXNDC9,0.1105,undirected,NA,NA,SEPT7-TXNDC9
SEPT7,MPHOSPH6,0.1014,undirected,NA,NA,SEPT7-MPHOSPH6
SEPT7,DENND4A,0.1212,undirected,NA,NA,SEPT7-DENND4A
SEPT7,SMNDC1,0.1645,undirected,NA,NA,SEPT7-SMNDC1
SEPT7,SEC24B,0.1285,undirected,NA,NA,SEPT7-SEC24B
SEPT7,SEMA3C,0.134,undirected,NA,NA,SEPT7-SEMA3C
SEPT7,DDX17,0.1693,undirected,NA,NA,SEPT7-DDX17
SEPT7,SLC19A2,0.1103,undirected,NA,NA,SEPT7-SLC19A2
SEPT7,SPHAR,0.1616,undirected,NA,NA,SEPT7-SPHAR
SEPT7,PTGES3,0.1651,undirected,NA,NA,SEPT7-PTGES3
SEPT7,ARPP19,0.1712,undirected,NA,NA,SEPT7-ARPP19
SEPT7,SEC24A,0.1789,undirected,NA,NA,SEPT7-SEC24A
SEPT7,COPS8,0.1505,undirected,NA,NA,SEPT7-COPS8
SEPT7,FASTK,0.1257,undirected,NA,NA,SEPT7-FASTK
SEPT7,MORF4L1,0.1546,undirected,NA,NA,SEPT7-MORF4L1
SEPT7,DNAJB4,0.1461,undirected,NA,NA,SEPT7-DNAJB4
SEPT7,LSM6,0.1351,undirected,NA,NA,SEPT7-LSM6
SEPT7,MAP4K5,0.135,undirected,NA,NA,SEPT7-MAP4K5
SEPT7,POLI,0.1021,undirected,NA,NA,SEPT7-POLI
SEPT7,AKAP11,0.1128,undirected,NA,NA,SEPT7-AKAP11
SEPT7,DDX20,0.1343,undirected,NA,NA,SEPT7-DDX20
SEPT7,ZHX1,0.1067,undirected,NA,NA,SEPT7-ZHX1
SEPT7,KLHL2,0.1397,undirected,NA,NA,SEPT7-KLHL2
SEPT7,NID2,0.129,undirected,NA,NA,SEPT7-NID2
SEPT7,MTF2,0.152,undirected,NA,NA,SEPT7-MTF2
SEPT7,FNDC3A,0.1587,undirected,NA,NA,SEPT7-FNDC3A
SEPT7,SACM1L,0.1749,undirected,NA,NA,SEPT7-SACM1L
SEPT7,NINL,0.1024,undirected,NA,NA,SEPT7-NINL
SEPT7,RBM34,0.1256,undirected,NA,NA,SEPT7-RBM34
SEPT7,USP33,0.1254,undirected,NA,NA,SEPT7-USP33
SEPT7,FAM179B,0.1328,undirected,NA,NA,SEPT7-FAM179B
SEPT7,TAB2,0.1649,undirected,NA,NA,SEPT7-TAB2
SEPT7,ATP11B,0.1532,undirected,NA,NA,SEPT7-ATP11B
SEPT7,MGA,0.1186,undirected,NA,NA,SEPT7-MGA
SEPT7,KIAA1033,0.1784,undirected,NA,NA,SEPT7-KIAA1033
SEPT7,UFL1,0.1004,undirected,NA,NA,SEPT7-UFL1
SEPT7,ADNP,0.1036,undirected,NA,NA,SEPT7-ADNP
SEPT7,SIRT1,0.1402,undirected,NA,NA,SEPT7-SIRT1
SEPT7,SKIV2L2,0.1524,undirected,NA,NA,SEPT7-SKIV2L2
SEPT7,ANP32C,0.1452,undirected,NA,NA,SEPT7-ANP32C
SEPT7,ACAP2,0.1319,undirected,NA,NA,SEPT7-ACAP2
SEPT7,ZNF281,0.1029,undirected,NA,NA,SEPT7-ZNF281
SEPT7,TTC33,0.1149,undirected,NA,NA,SEPT7-TTC33
SEPT7,HEBP2,0.1263,undirected,NA,NA,SEPT7-HEBP2
SEPT7,BRD7P3,0.1303,undirected,NA,NA,SEPT7-BRD7P3
SEPT7,METTL7A,0.136,undirected,NA,NA,SEPT7-METTL7A
SEPT7,DCAF13,0.1341,undirected,NA,NA,SEPT7-DCAF13
SEPT7,FAM98A,0.1544,undirected,NA,NA,SEPT7-FAM98A
SEPT7,IBTK,0.1647,undirected,NA,NA,SEPT7-IBTK
SEPT7,APPL1,0.169,undirected,NA,NA,SEPT7-APPL1
SEPT7,WSB1,0.1461,undirected,NA,NA,SEPT7-WSB1
SEPT7,ZNF658,0.1319,undirected,NA,NA,SEPT7-ZNF658
SEPT7,GIMAP2,0.1031,undirected,NA,NA,SEPT7-GIMAP2
SEPT7,SACS,0.1137,undirected,NA,NA,SEPT7-SACS
SEPT7,FAM162A,0.143,undirected,NA,NA,SEPT7-FAM162A
SEPT7,SH3YL1,0.1246,undirected,NA,NA,SEPT7-SH3YL1
SEPT7,RANBP6,0.1702,undirected,NA,NA,SEPT7-RANBP6
SEPT7,DNAJC2,0.1467,undirected,NA,NA,SEPT7-DNAJC2
SEPT7,ZBTB11,0.1651,undirected,NA,NA,SEPT7-ZBTB11
SEPT7,SNX24,0.1323,undirected,NA,NA,SEPT7-SNX24
SEPT7,MCTS1,0.148,undirected,NA,NA,SEPT7-MCTS1
SEPT7,MRPL15,0.123,undirected,NA,NA,SEPT7-MRPL15
SEPT7,RANGRF,0.1474,undirected,NA,NA,SEPT7-RANGRF
SEPT7,CLEC2D,0.1322,undirected,NA,NA,SEPT7-CLEC2D
SEPT7,USP25,0.1623,undirected,NA,NA,SEPT7-USP25
SEPT7,ALG5,0.1001,undirected,NA,NA,SEPT7-ALG5
SEPT7,HCFC2,0.1382,undirected,NA,NA,SEPT7-HCFC2
SEPT7,UBQLN2,0.134,undirected,NA,NA,SEPT7-UBQLN2
SEPT7,DNTTIP2,0.1497,undirected,NA,NA,SEPT7-DNTTIP2
SEPT7,PNPLA8,0.1312,undirected,NA,NA,SEPT7-PNPLA8
SEPT7,F11R,0.1813,undirected,NA,NA,SEPT7-F11R
SEPT7,FAHD2A,0.1702,undirected,NA,NA,SEPT7-FAHD2A
SEPT7,GLRX2,0.122,undirected,NA,NA,SEPT7-GLRX2
SEPT7,ABHD17B,0.1803,undirected,NA,NA,SEPT7-ABHD17B
SEPT7,IER3IP1,0.1303,undirected,NA,NA,SEPT7-IER3IP1
SEPT7,DYNC1LI1,0.152,undirected,NA,NA,SEPT7-DYNC1LI1
SEPT7,DCTN4,0.1232,undirected,NA,NA,SEPT7-DCTN4
SEPT7,TUBD1,0.1276,undirected,NA,NA,SEPT7-TUBD1
SEPT7,TUBE1,0.1373,undirected,NA,NA,SEPT7-TUBE1
SEPT7,C6orf203,0.1687,undirected,NA,NA,SEPT7-C6orf203
SEPT7,ERGIC2,0.1531,undirected,NA,NA,SEPT7-ERGIC2
SEPT7,MEX3C,0.1715,undirected,NA,NA,SEPT7-MEX3C
SEPT7,WAC,0.145,undirected,NA,NA,SEPT7-WAC
SEPT7,SNX7,0.1017,undirected,NA,NA,SEPT7-SNX7
SEPT7,SUCO,0.1515,undirected,NA,NA,SEPT7-SUCO
SEPT7,FAM8A1,0.1259,undirected,NA,NA,SEPT7-FAM8A1
SEPT7,TDP2,0.1564,undirected,NA,NA,SEPT7-TDP2
SEPT7,FAM49B,0.1467,undirected,NA,NA,SEPT7-FAM49B
SEPT7,TRMT6,0.1277,undirected,NA,NA,SEPT7-TRMT6
SEPT7,HECA,0.1452,undirected,NA,NA,SEPT7-HECA
SEPT7,NLK,0.1467,undirected,NA,NA,SEPT7-NLK
SEPT7,CMPK1,0.1261,undirected,NA,NA,SEPT7-CMPK1
SEPT7,LUC7L3,0.1725,undirected,NA,NA,SEPT7-LUC7L3
SEPT7,NUP54,0.1328,undirected,NA,NA,SEPT7-NUP54
SEPT7,SLC38A2,0.1273,undirected,NA,NA,SEPT7-SLC38A2
SEPT7,DNAJC10,0.1229,undirected,NA,NA,SEPT7-DNAJC10
SEPT7,GAR1,0.1089,undirected,NA,NA,SEPT7-GAR1
SEPT7,ETAA1,0.1378,undirected,NA,NA,SEPT7-ETAA1
SEPT7,PLEKHA5,0.1693,undirected,NA,NA,SEPT7-PLEKHA5
SEPT7,ARL15,0.1165,undirected,NA,NA,SEPT7-ARL15
SEPT7,FAM63B,0.1422,undirected,NA,NA,SEPT7-FAM63B
SEPT7,UGT1A3,0.1055,undirected,NA,NA,SEPT7-UGT1A3
SEPT7,RRN3,0.1071,undirected,NA,NA,SEPT7-RRN3
SEPT7,PDP1,0.1529,undirected,NA,NA,SEPT7-PDP1
SEPT7,HYDIN,0.1073,undirected,NA,NA,SEPT7-HYDIN
SEPT7,KLHL24,0.126,undirected,NA,NA,SEPT7-KLHL24
SEPT7,QRICH1,0.1508,undirected,NA,NA,SEPT7-QRICH1
SEPT7,TRMT10C,0.1533,undirected,NA,NA,SEPT7-TRMT10C
SEPT7,ZWILCH,0.1089,undirected,NA,NA,SEPT7-ZWILCH
SEPT7,MSL2,0.1707,undirected,NA,NA,SEPT7-MSL2
SEPT7,UBA6,0.1402,undirected,NA,NA,SEPT7-UBA6
SEPT7,ADI1,0.1644,undirected,NA,NA,SEPT7-ADI1
SEPT7,ZNF654,0.1253,undirected,NA,NA,SEPT7-ZNF654
SEPT7,TMA16,0.1299,undirected,NA,NA,SEPT7-TMA16
SEPT7,GPALPP1,0.1589,undirected,NA,NA,SEPT7-GPALPP1
SEPT7,CCDC132,0.1515,undirected,NA,NA,SEPT7-CCDC132
SEPT7,INTS8,0.1261,undirected,NA,NA,SEPT7-INTS8
SEPT7,RUFY2,0.1283,undirected,NA,NA,SEPT7-RUFY2
SEPT7,AP5M1,0.1666,undirected,NA,NA,SEPT7-AP5M1
SEPT7,CCAR1,0.1277,undirected,NA,NA,SEPT7-CCAR1
SEPT7,TMEM184C,0.1129,undirected,NA,NA,SEPT7-TMEM184C
SEPT7,TMEM30A,0.1044,undirected,NA,NA,SEPT7-TMEM30A
SEPT7,KDM3A,0.1601,undirected,NA,NA,SEPT7-KDM3A
SEPT7,EAPP,0.1182,undirected,NA,NA,SEPT7-EAPP
SEPT7,KIZ,0.1484,undirected,NA,NA,SEPT7-KIZ
SEPT7,ECHDC1,0.1622,undirected,NA,NA,SEPT7-ECHDC1
SEPT7,WSB2,0.1731,undirected,NA,NA,SEPT7-WSB2
SEPT7,NXT2,0.1538,undirected,NA,NA,SEPT7-NXT2
SEPT7,MOSPD1,0.1223,undirected,NA,NA,SEPT7-MOSPD1
SEPT7,SAR1A,0.1646,undirected,NA,NA,SEPT7-SAR1A
SEPT7,C1GALT1,0.1018,undirected,NA,NA,SEPT7-C1GALT1
SEPT7,CDC42SE2,0.1155,undirected,NA,NA,SEPT7-CDC42SE2
SEPT7,RSRP1,0.1156,undirected,NA,NA,SEPT7-RSRP1
SEPT7,UTP3,0.1831,undirected,NA,NA,SEPT7-UTP3
SEPT7,GOPC,0.1591,undirected,NA,NA,SEPT7-GOPC
SEPT7,JPH2,0.1217,undirected,NA,NA,SEPT7-JPH2
SEPT7,SLC39A10,0.1124,undirected,NA,NA,SEPT7-SLC39A10
SEPT7,THOC2,0.1237,undirected,NA,NA,SEPT7-THOC2
SEPT7,SNX14,0.114,undirected,NA,NA,SEPT7-SNX14
SEPT7,MKL2,0.1005,undirected,NA,NA,SEPT7-MKL2
SEPT7,ZNF398,0.1667,undirected,NA,NA,SEPT7-ZNF398
SEPT7,ZNF624,0.1354,undirected,NA,NA,SEPT7-ZNF624
SEPT7,ZBTB2,0.1715,undirected,NA,NA,SEPT7-ZBTB2
SEPT7,CWC22,0.1521,undirected,NA,NA,SEPT7-CWC22
SEPT7,PLEKHA1,0.1086,undirected,NA,NA,SEPT7-PLEKHA1
SEPT7,SAV1,0.1205,undirected,NA,NA,SEPT7-SAV1
SEPT7,PERP,0.1563,undirected,NA,NA,SEPT7-PERP
SEPT7,NOC3L,0.1082,undirected,NA,NA,SEPT7-NOC3L
SEPT7,AIDA,0.1042,undirected,NA,NA,SEPT7-AIDA
SEPT7,TAF1D,0.1386,undirected,NA,NA,SEPT7-TAF1D
SEPT7,NKAP,0.1445,undirected,NA,NA,SEPT7-NKAP
SEPT7,NAA16,0.1526,undirected,NA,NA,SEPT7-NAA16
SEPT7,RNASEH2B,0.1613,undirected,NA,NA,SEPT7-RNASEH2B
SEPT7,SAP30L,0.1469,undirected,NA,NA,SEPT7-SAP30L
SEPT7,MORC4,0.1203,undirected,NA,NA,SEPT7-MORC4
SEPT7,PPCS,0.1338,undirected,NA,NA,SEPT7-PPCS
SEPT7,KATNBL1,0.1158,undirected,NA,NA,SEPT7-KATNBL1
SEPT7,MAP9,0.1058,undirected,NA,NA,SEPT7-MAP9
SEPT7,CAAP1,0.1165,undirected,NA,NA,SEPT7-CAAP1
SEPT7,JADE1,0.1178,undirected,NA,NA,SEPT7-JADE1
SEPT7,C10orf88,0.1117,undirected,NA,NA,SEPT7-C10orf88
SEPT7,IFT74,0.1062,undirected,NA,NA,SEPT7-IFT74
SEPT7,NAA50,0.1826,undirected,NA,NA,SEPT7-NAA50
SEPT7,EDEM3,0.1647,undirected,NA,NA,SEPT7-EDEM3
SEPT7,GKAP1,0.1271,undirected,NA,NA,SEPT7-GKAP1
SEPT7,VOPP1,0.1823,undirected,NA,NA,SEPT7-VOPP1
SEPT7,RAB33B,0.1626,undirected,NA,NA,SEPT7-RAB33B
SEPT7,AMMECR1L,0.1428,undirected,NA,NA,SEPT7-AMMECR1L
SEPT7,FAM103A1,0.1301,undirected,NA,NA,SEPT7-FAM103A1
SEPT7,NACAP1,0.1544,undirected,NA,NA,SEPT7-NACAP1
SEPT7,KBTBD7,0.1533,undirected,NA,NA,SEPT7-KBTBD7
SEPT7,ANKRD27,0.1483,undirected,NA,NA,SEPT7-ANKRD27
SEPT7,ZNF644,0.1384,undirected,NA,NA,SEPT7-ZNF644
SEPT7,CHD6,0.1561,undirected,NA,NA,SEPT7-CHD6
SEPT7,FYTTD1,0.1647,undirected,NA,NA,SEPT7-FYTTD1
SEPT7,YIPF4,0.1038,undirected,NA,NA,SEPT7-YIPF4
SEPT7,LCOR,0.1654,undirected,NA,NA,SEPT7-LCOR
SEPT7,PPP1R15B,0.114,undirected,NA,NA,SEPT7-PPP1R15B
SEPT7,FAM104A,0.1337,undirected,NA,NA,SEPT7-FAM104A
SEPT7,TMEM128,0.1301,undirected,NA,NA,SEPT7-TMEM128
SEPT7,EAF1,0.1526,undirected,NA,NA,SEPT7-EAF1
SEPT7,ZNF551,0.1399,undirected,NA,NA,SEPT7-ZNF551
SEPT7,TMEM263,0.1696,undirected,NA,NA,SEPT7-TMEM263
SEPT7,MOB1B,0.1659,undirected,NA,NA,SEPT7-MOB1B
SEPT7,HNRNPLL,0.1179,undirected,NA,NA,SEPT7-HNRNPLL
SEPT7,ARHGAP18,0.172,undirected,NA,NA,SEPT7-ARHGAP18
SEPT7,SYAP1,0.1532,undirected,NA,NA,SEPT7-SYAP1
SEPT7,LARP4,0.1662,undirected,NA,NA,SEPT7-LARP4
SEPT7,OSBPL11,0.123,undirected,NA,NA,SEPT7-OSBPL11
SEPT7,FCHO2,0.1672,undirected,NA,NA,SEPT7-FCHO2
SEPT7,LYSMD3,0.1627,undirected,NA,NA,SEPT7-LYSMD3
SEPT7,FAM210B,0.1059,undirected,NA,NA,SEPT7-FAM210B
SEPT7,FAM122A,0.1386,undirected,NA,NA,SEPT7-FAM122A
SEPT7,PRRC1,0.1068,undirected,NA,NA,SEPT7-PRRC1
SEPT7,NUDCD2,0.1212,undirected,NA,NA,SEPT7-NUDCD2
SEPT7,UBLCP1,0.1486,undirected,NA,NA,SEPT7-UBLCP1
SEPT7,VPS37A,0.1291,undirected,NA,NA,SEPT7-VPS37A
SEPT7,FAM199X,0.136,undirected,NA,NA,SEPT7-FAM199X
SEPT7,SREK1,0.1486,undirected,NA,NA,SEPT7-SREK1
SEPT7,SAMD8,0.1056,undirected,NA,NA,SEPT7-SAMD8
SEPT7,HNRNPA1L2,0.1126,undirected,NA,NA,SEPT7-HNRNPA1L2
SEPT7,ST13P4,0.1331,undirected,NA,NA,SEPT7-ST13P4
SEPT7,SLC38A6,0.1042,undirected,NA,NA,SEPT7-SLC38A6
SEPT7,ZNF681,0.1146,undirected,NA,NA,SEPT7-ZNF681
SEPT7,EXOC8,0.1345,undirected,NA,NA,SEPT7-EXOC8
SEPT7,FAM53A,0.121,undirected,NA,NA,SEPT7-FAM53A
SEPT7,FAM76A,0.1715,undirected,NA,NA,SEPT7-FAM76A
SEPT7,ARL13B,0.1554,undirected,NA,NA,SEPT7-ARL13B
SEPT7,DENND6A,0.1611,undirected,NA,NA,SEPT7-DENND6A
SEPT7,C2orf69,0.1678,undirected,NA,NA,SEPT7-C2orf69
SEPT7,NAPEPLD,0.1358,undirected,NA,NA,SEPT7-NAPEPLD
SEPT7,ZNRF2,0.1489,undirected,NA,NA,SEPT7-ZNRF2
SEPT7,DEFB108B,0.1063,undirected,NA,NA,SEPT7-DEFB108B
SEPT7,CNOT6L,0.1182,undirected,NA,NA,SEPT7-CNOT6L
SEPT7,CXorf23,0.1418,undirected,NA,NA,SEPT7-CXorf23
SEPT7,FAM133B,0.1668,undirected,NA,NA,SEPT7-FAM133B
SEPT7,IGBP1P1,0.1575,undirected,NA,NA,SEPT7-IGBP1P1
SEPT7,ATP11C,0.1203,undirected,NA,NA,SEPT7-ATP11C
SEPT7,ZNF181,0.1155,undirected,NA,NA,SEPT7-ZNF181
SEPT7,ZFP69,0.1246,undirected,NA,NA,SEPT7-ZFP69
SEPT7,HSP90B3P,0.1649,undirected,NA,NA,SEPT7-HSP90B3P
SEPT7,TUBB8,0.1495,undirected,NA,NA,SEPT7-TUBB8
SEPT7,C6orf120,0.1485,undirected,NA,NA,SEPT7-C6orf120
SEPT7,FRRS1,0.1045,undirected,NA,NA,SEPT7-FRRS1
SEPT7,PGAM4,0.1028,undirected,NA,NA,SEPT7-PGAM4
SEPT7,SUMO1P3,0.165,undirected,NA,NA,SEPT7-SUMO1P3
SEPT7,RBMXL1,0.1431,undirected,NA,NA,SEPT7-RBMXL1
SEPT7,POLR2J3,0.1085,undirected,NA,NA,SEPT7-POLR2J3
SEPT7,CCT6P1,0.1334,undirected,NA,NA,SEPT7-CCT6P1
SEPT7,RPL23AP64,0.1563,undirected,NA,NA,SEPT7-RPL23AP64
SEPT7,ZBTB8A,0.1472,undirected,NA,NA,SEPT7-ZBTB8A
CDC20,CDC25A,0.1956,undirected,NA,NA,CDC20-CDC25A
CDC20,CDC25C,0.1819,undirected,NA,NA,CDC20-CDC25C
CDC20,CDK2,0.1199,undirected,NA,NA,CDC20-CDK2
CDC20,CDKN3,0.1254,undirected,NA,NA,CDC20-CDKN3
CDC20,CENPA,0.2295,undirected,NA,NA,CDC20-CENPA
CDC20,CENPE,0.229,undirected,NA,NA,CDC20-CENPE
CDC20,CENPF,0.2185,undirected,NA,NA,CDC20-CENPF
CDC20,RCC1,0.1163,undirected,NA,NA,CDC20-RCC1
CDC20,CHEK1,0.1864,undirected,NA,NA,CDC20-CHEK1
CDC20,CSE1L,0.1269,undirected,NA,NA,CDC20-CSE1L
CDC20,CTPS1,0.1233,undirected,NA,NA,CDC20-CTPS1
CDC20,CTSV,0.1564,undirected,NA,NA,CDC20-CTSV
CDC20,E2F2,0.2267,undirected,NA,NA,CDC20-E2F2
CDC20,EZH2,0.165,undirected,NA,NA,CDC20-EZH2
CDC20,FANCD2,0.146,undirected,NA,NA,CDC20-FANCD2
CDC20,FANCB,0.1533,undirected,NA,NA,CDC20-FANCB
CDC20,FANCG,0.1433,undirected,NA,NA,CDC20-FANCG
CDC20,FEN1,0.1819,undirected,NA,NA,CDC20-FEN1
CDC20,FOXM1,0.212,undirected,NA,NA,CDC20-FOXM1
CDC20,CENPI,0.1949,undirected,NA,NA,CDC20-CENPI
CDC20,GPR19,0.1253,undirected,NA,NA,CDC20-GPR19
CDC20,MSH6,0.1131,undirected,NA,NA,CDC20-MSH6
CDC20,H2AFX,0.1632,undirected,NA,NA,CDC20-H2AFX
CDC20,H2AFZ,0.1901,undirected,NA,NA,CDC20-H2AFZ
CDC20,HELLS,0.1639,undirected,NA,NA,CDC20-HELLS
CDC20,HMMR,0.2249,undirected,NA,NA,CDC20-HMMR
CDC20,INCENP,0.1742,undirected,NA,NA,CDC20-INCENP
CDC20,KIF11,0.2309,undirected,NA,NA,CDC20-KIF11
CDC20,KIFC1,0.2393,undirected,NA,NA,CDC20-KIFC1
CDC20,STMN1,0.2221,undirected,NA,NA,CDC20-STMN1
CDC20,LIG1,0.1769,undirected,NA,NA,CDC20-LIG1
CDC20,LMNB1,0.2247,undirected,NA,NA,CDC20-LMNB1
CDC20,MAD2L1,0.1177,undirected,NA,NA,CDC20-MAD2L1
CDC20,MCM2,0.1968,undirected,NA,NA,CDC20-MCM2
CDC20,MCM3,0.171,undirected,NA,NA,CDC20-MCM3
CDC20,MCM4,0.168,undirected,NA,NA,CDC20-MCM4
CDC20,MCM6,0.1926,undirected,NA,NA,CDC20-MCM6
CDC20,MCM7,0.1998,undirected,NA,NA,CDC20-MCM7
CDC20,MKI67,0.2104,undirected,NA,NA,CDC20-MKI67
CDC20,NEK2,0.1381,undirected,NA,NA,CDC20-NEK2
CDC20,ORC1,0.1807,undirected,NA,NA,CDC20-ORC1
CDC20,PLK1,0.2017,undirected,NA,NA,CDC20-PLK1
CDC20,UBL3,0.1049,undirected,NA,NA,CDC20-UBL3
CDC20,POLD1,0.1197,undirected,NA,NA,CDC20-POLD1
CDC20,PRKDC,0.1046,undirected,NA,NA,CDC20-PRKDC
CDC20,RAD51,0.1449,undirected,NA,NA,CDC20-RAD51
CDC20,RBL1,0.1519,undirected,NA,NA,CDC20-RBL1
CDC20,RRM2,0.185,undirected,NA,NA,CDC20-RRM2
CDC20,SHMT2,0.1282,undirected,NA,NA,CDC20-SHMT2
CDC20,STIL,0.1448,undirected,NA,NA,CDC20-STIL
CDC20,AURKA,0.2135,undirected,NA,NA,CDC20-AURKA
CDC20,TCF19,0.1751,undirected,NA,NA,CDC20-TCF19
CDC20,TK1,0.2081,undirected,NA,NA,CDC20-TK1
CDC20,TOP2A,0.2051,undirected,NA,NA,CDC20-TOP2A
CDC20,TTK,0.1903,undirected,NA,NA,CDC20-TTK
CDC20,TYMS,0.2046,undirected,NA,NA,CDC20-TYMS
CDC20,LRP8,0.1149,undirected,NA,NA,CDC20-LRP8
CDC20,SLC7A5,0.1073,undirected,NA,NA,CDC20-SLC7A5
CDC20,CHAF1B,0.1616,undirected,NA,NA,CDC20-CHAF1B
CDC20,CDC7,0.1248,undirected,NA,NA,CDC20-CDC7
CDC20,CDC45,0.2166,undirected,NA,NA,CDC20-CDC45
CDC20,HIST1H4C,0.1146,undirected,NA,NA,CDC20-HIST1H4C
CDC20,RAD54L,0.2122,undirected,NA,NA,CDC20-RAD54L
CDC20,TTF2,0.1147,undirected,NA,NA,CDC20-TTF2
CDC20,GMPS,0.118,undirected,NA,NA,CDC20-GMPS
CDC20,TIMELESS,0.1707,undirected,NA,NA,CDC20-TIMELESS
CDC20,PRC1,0.2405,undirected,NA,NA,CDC20-PRC1
CDC20,PKMYT1,0.1946,undirected,NA,NA,CDC20-PKMYT1
CDC20,CCNB2,0.2557,undirected,NA,NA,CDC20-CCNB2
CDC20,CCNE2,0.1491,undirected,NA,NA,CDC20-CCNE2
CDC20,EXO1,0.2193,undirected,NA,NA,CDC20-EXO1
CDC20,AURKB,0.2197,undirected,NA,NA,CDC20-AURKB
CDC20,PTTG1,0.2093,undirected,NA,NA,CDC20-PTTG1
CDC20,TRIP13,0.2184,undirected,NA,NA,CDC20-TRIP13
CDC20,RECQL4,0.1564,undirected,NA,NA,CDC20-RECQL4
CDC20,KIF23,0.2137,undirected,NA,NA,CDC20-KIF23
CDC20,APOBEC3B,0.1942,undirected,NA,NA,CDC20-APOBEC3B
CDC20,NUP155,0.113,undirected,NA,NA,CDC20-NUP155
CDC20,ESPL1,0.1923,undirected,NA,NA,CDC20-ESPL1
CDC20,KNTC1,0.1887,undirected,NA,NA,CDC20-KNTC1
CDC20,KIAA0101,0.1459,undirected,NA,NA,CDC20-KIAA0101
CDC20,DLGAP5,0.2371,undirected,NA,NA,CDC20-DLGAP5
CDC20,MELK,0.2219,undirected,NA,NA,CDC20-MELK
CDC20,NCAPD2,0.1659,undirected,NA,NA,CDC20-NCAPD2
CDC20,KIF14,0.2179,undirected,NA,NA,CDC20-KIF14
CDC20,TROAP,0.2275,undirected,NA,NA,CDC20-TROAP
CDC20,CHAF1A,0.1694,undirected,NA,NA,CDC20-CHAF1A
CDC20,KIF20A,0.2488,undirected,NA,NA,CDC20-KIF20A
CDC20,DDX39A,0.1707,undirected,NA,NA,CDC20-DDX39A
CDC20,NDC80,0.1537,undirected,NA,NA,CDC20-NDC80
CDC20,TACC3,0.2165,undirected,NA,NA,CDC20-TACC3
CDC20,RNASEH2A,0.1541,undirected,NA,NA,CDC20-RNASEH2A
CDC20,SMC2,0.1518,undirected,NA,NA,CDC20-SMC2
CDC20,SPAG5,0.1775,undirected,NA,NA,CDC20-SPAG5
CDC20,RAD51AP1,0.1591,undirected,NA,NA,CDC20-RAD51AP1
CDC20,EBP,0.1055,undirected,NA,NA,CDC20-EBP
CDC20,POLQ,0.1829,undirected,NA,NA,CDC20-POLQ
CDC20,PLK4,0.1958,undirected,NA,NA,CDC20-PLK4
CDC20,RAI2,0.1234,undirected,NA,NA,CDC20-RAI2
CDC20,KIF2C,0.2219,undirected,NA,NA,CDC20-KIF2C
CDC20,UBE2C,0.2345,undirected,NA,NA,CDC20-UBE2C
CDC20,ZWINT,0.2027,undirected,NA,NA,CDC20-ZWINT
CDC20,CHEK2,0.107,undirected,NA,NA,CDC20-CHEK2
CDC20,ACOT7,0.1487,undirected,NA,NA,CDC20-ACOT7
CDC20,OIP5,0.1511,undirected,NA,NA,CDC20-OIP5
CDC20,TPX2,0.232,undirected,NA,NA,CDC20-TPX2
CDC20,CEP152,0.1393,undirected,NA,NA,CDC20-CEP152
CDC20,NUP205,0.1232,undirected,NA,NA,CDC20-NUP205
CDC20,DNAJC9,0.1481,undirected,NA,NA,CDC20-DNAJC9
CDC20,TMEM194A,0.1345,undirected,NA,NA,CDC20-TMEM194A
CDC20,ORC6,0.1376,undirected,NA,NA,CDC20-ORC6
CDC20,POLA2,0.1615,undirected,NA,NA,CDC20-POLA2
CDC20,KIF4A,0.2301,undirected,NA,NA,CDC20-KIF4A
CDC20,RAD54B,0.1091,undirected,NA,NA,CDC20-RAD54B
CDC20,POC1A,0.1646,undirected,NA,NA,CDC20-POC1A
CDC20,PTTG3P,0.1774,undirected,NA,NA,CDC20-PTTG3P
CDC20,FBXO5,0.1916,undirected,NA,NA,CDC20-FBXO5
CDC20,CKAP2,0.1295,undirected,NA,NA,CDC20-CKAP2
CDC20,MTBP,0.1003,undirected,NA,NA,CDC20-MTBP
CDC20,UBE2S,0.1886,undirected,NA,NA,CDC20-UBE2S
CDC20,ATAD2,0.1238,undirected,NA,NA,CDC20-ATAD2
CDC20,UBE2T,0.1598,undirected,NA,NA,CDC20-UBE2T
CDC20,RACGAP1,0.1993,undirected,NA,NA,CDC20-RACGAP1
CDC20,UHRF1,0.2304,undirected,NA,NA,CDC20-UHRF1
